number order,arabic market name ,name in E,gender,price for 1kg,perfume code,compny tag,seasons,description
#435,لانفين ,,للجنسين,؟,,EMSA,صيفي وشتوي,لانفين : تبدأ التجربة العطرية بعبير خشب الصندل والفانيليا الناعمة، ليستقر في وسطه عبير خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#436,ما اروعك,,للجنسين,54,,EMSA,صيفي وشتوي,ما اروعك: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#437,ما وراء الجنة,,للجنسين,56,,EMSA,صيفي وشتوي,ما وراء الجنة: يفتتح هذا العطر رحلته بنفحات الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#438,ماليزيا أخضر,,للجنسين,50,,EMSA,صيفي وشتوي,ماليزيا أخضر: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، ويتجلى في جوهره مزيج من العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#439,مارسدس,,للجنسين,52,,EMSA,صيفي وشتوي,مارسدس: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#440,مازلونا,,للجنسين,44,,EMSA,صيفي وشتوي,مازلونا: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#441,مانافيستو,,للجنسين,60,,EMSA,صيفي وشتوي,مانافيستو: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#442,مانشستر,,للجنسين,44,,EMSA,صيفي وشتوي,مانشستر: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#443,مثبت,,للجنسين,38,,EMSA,صيفي وشتوي,مثبت: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#444,مثيرة جديد,,للجنسين,58,,EMSA,صيفي وشتوي,مثيرة جديد: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#445,مخلط بدر,,للجنسين,52,,EMSA,صيفي وشتوي,مخلط بدر: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#446,مخلط العروسة,,للجنسين,70,,EMSA,صيفي وشتوي,مخلط العروسة: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، مع قلب يفوح برائحة التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#447,مخلط ملكي,,للجنسين,68,,EMSA,صيفي وشتوي,مخلط ملكي: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#448,مخلط رومانتسي FR,,للجنسين,64,,EMSA,صيفي وشتوي,مخلط رومانتسي FR: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#449,مخور الامارات,,للجنسين,50,,EMSA,صيفي وشتوي,مخور الامارات: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#450,مدام روش,,للجنسين,46,,EMSA,صيفي وشتوي,مدام روش: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#451,مذهلة,,للجنسين,50,,EMSA,صيفي وشتوي,مذهلة: تبدأ التجربة العطرية بعبير خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#452,مس ديور شيري,,للجنسين,50,,EMSA,صيفي وشتوي,مس ديور شيري: تبدأ التجربة العطرية بعبير الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#453,مس كاندي,,للجنسين,52,,EMSA,صيفي وشتوي,مس كاندي: تبدأ التجربة العطرية بعبير الباتشولي والمسك الأبيض، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#454,ماربت مان,,رجالي,54,,EMSA,صيفي وشتوي,ماربت مان: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#455,مسك الوزير,,للجنسين,52,,EMSA,صيفي وشتوي,مسك الوزير: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#456,مسك ابيض,,للجنسين,48,,EMSA,صيفي وشتوي,مسك ابيض: يمتاز العطر ببداية فوارة من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#457,مسك الحرمين,,للجنسين,30,,EMSA,صيفي وشتوي,مسك الحرمين: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، مع قلب يفوح برائحة خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#458,مسك الحرمين اصفر,,للجنسين,28,,EMSA,صيفي وشتوي,مسك الحرمين اصفر: ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#459,مسك الحضرة,,للجنسين,36,,EMSA,صيفي وشتوي,مسك الحضرة: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#460,ميسي,,للجنسين,52,,EMSA,صيفي وشتوي,ميسي: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#461,معلمتي ,,للجنسين,?,,EMSA,صيفي وشتوي,معلمتي : يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#462,مكياج (توسكا),,للجنسين,38,,EMSA,صيفي وشتوي,مكياج (توسكا): تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#463,مونتانا,,للجنسين,52,,EMSA,صيفي وشتوي,مونتانا: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ليأخذك في رحلة إلى نوتات العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#464,مينت,,للجنسين,34,,EMSA,صيفي وشتوي,مينت: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#465,موناليزا,,للجنسين,50,,EMSA,صيفي وشتوي,موناليزا: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#466,ماليزيا FR,,للجنسين,56,,EMSA,صيفي وشتوي,ماليزيا FR: تبدأ التجربة العطرية بعبير الباتشولي والمسك الأبيض، مع قلب يفوح برائحة العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#467,مسك الطهارة,,للجنسين,?,,EMSA,صيفي وشتوي,مسك الطهارة: يفتتح هذا العطر رحلته بنفحات الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#468,ناركيسو رودريكز,,للجنسين,58,,EMSA,صيفي وشتوي,ناركيسو رودريكز: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#469,ناركيس جورج قرداحي,,للجنسين,60,,EMSA,صيفي وشتوي,ناركيس جورج قرداحي: تبدأ التجربة العطرية بعبير خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#470,ناركيسو باودر,,للجنسين,60,,EMSA,صيفي وشتوي,ناركيسو باودر: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#471,نيزك,,للجنسين,64,,EMSA,صيفي وشتوي,نيزك: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#472,نرجس بري,,للجنسين,40,,EMSA,صيفي وشتوي,نرجس بري: تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#473,نيودي (تدلل),,للجنسين,56,,EMSA,صيفي وشتوي,نيودي (تدلل): يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#474,نينارجي,,للجنسين,52,,EMSA,صيفي وشتوي,نينارجي: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#475,نسيم (ماني),,للجنسين,18,,EMSA,صيفي وشتوي,نسيم (ماني): تبدأ التجربة العطرية بعبير خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#476,هاجر,,للجنسين,50,,EMSA,صيفي وشتوي,هاجر: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، ويتجلى في جوهره مزيج من العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#477,هافانا,,للجنسين,52,,EMSA,صيفي وشتوي,هافانا: يمتاز العطر ببداية فوارة من الباتشولي والمسك الأبيض، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#478,هافوك,,للجنسين,44,,EMSA,صيفي وشتوي,هافوك: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#479,هافوك رجالي,,رجالي,48,,EMSA,صيفي وشتوي,هافوك رجالي: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#480,هافوك نسائي,,نسائي,48,,EMSA,صيفي وشتوي,هافوك نسائي: ينطلق العطر بنغمات منعشة من الورد التركي وبراعم اللوز، مع قلب يفوح برائحة الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#481,هاواي,,للجنسين,40,,EMSA,صيفي وشتوي,هاواي: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#482,هاواي تايتانيك,,للجنسين,38,,EMSA,صيفي وشتوي,هاواي تايتانيك: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، تاركا أثراً جذاباً لا ينسى.
#483,همر ,,للجنسين,54,,EMSA,صيفي وشتوي,همر : يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير الفانيليا والكاكاو، تاركا أثراً جذاباً لا ينسى.
#484,هو كو انيرجايز,,للجنسين,50,,EMSA,صيفي وشتوي,هو كو انيرجايز: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#485,هو كو رجالي M,,رجالي,42,,EMSA,صيفي وشتوي,هو كو رجالي M: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، ليستقر في وسطه عبير التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#486,هوكو نسائي,,نسائي,42,,EMSA,صيفي وشتوي,هوكو نسائي: تأتي الرشة الأولى مزيجاً من الورد التركي وبراعم اللوز، ليأخذك في رحلة إلى نوتات العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#487,هو كو كن مختلفا,,للجنسين,48,,EMSA,صيفي وشتوي,هو كو كن مختلفا: يمتاز العطر ببداية فوارة من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#488,هبتونيك بويزن,,للجنسين,48,,EMSA,صيفي وشتوي,هبتونيك بويزن: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، ليستقر في وسطه عبير التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#489,هوت,,للجنسين,54,,EMSA,صيفي وشتوي,هوت: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#490,هيربيسيمو,,للجنسين,60,,EMSA,صيفي وشتوي,هيربيسيمو: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#491,هبي كلينك,,للجنسين,48,,EMSA,صيفي وشتوي,هبي كلينك: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#492,وان مان شو,,رجالي,48,,EMSA,صيفي وشتوي,وان مان شو: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#493,وان مان شو (معطر جو),,رجالي,26,,EMSA,صيفي وشتوي,وان مان شو (معطر جو): يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#494,وان مليون,,للجنسين,54,,EMSA,صيفي وشتوي,وان مليون: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#495,ورد سويسري,,للجنسين,40,,EMSA,صيفي وشتوي,ورد سويسري: تأتي الرشة الأولى مزيجاً من الورد التركي وزهر البرتقال، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#496,وصال,,للجنسين,80,,EMSA,صيفي وشتوي,وصال: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#497,وقت الحب,,للجنسين,46,,EMSA,صيفي وشتوي,وقت الحب: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، ليستقر في وسطه عبير التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#498,وقود الحياة,,للجنسين,50,,EMSA,صيفي وشتوي,وقود الحياة: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#499,ويك اند,,للجنسين,40,,EMSA,صيفي وشتوي,ويك اند: تبدأ التجربة العطرية بعبير الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#500,ورد متسلق,,للجنسين,36,,EMSA,صيفي وشتوي,ورد متسلق: يطل علينا العطر بافتتاحية من الورد التركي وزهر البرتقال، ليأخذك في رحلة إلى نوتات العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#501,ورد تركي,,للجنسين,40,,EMSA,صيفي وشتوي,ورد تركي: يفتتح هذا العطر رحلته بنفحات الورد التركي وبراعم اللوز، مع قلب يفوح برائحة العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#502,ورد مغربي,,للجنسين,42,,EMSA,صيفي وشتوي,ورد مغربي: يمتاز العطر ببداية فوارة من الياسمين الأبيض وزهر البرتقال، بينما ينبض القلب بنبضات الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#503,وشوشة,,للجنسين,66,,EMSA,صيفي وشتوي,وشوشة: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#504,ورد الطائف,,للجنسين,40,,EMSA,صيفي وشتوي,ورد الطائف: تأتي الرشة الأولى مزيجاً من الياسمين الأبيض وبراعم اللوز، بينما ينبض القلب بنبضات العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#505,ورد محمدي,,للجنسين,43,,EMSA,صيفي وشتوي,ورد محمدي: تأتي الرشة الأولى مزيجاً من الياسمين الأبيض وبراعم اللوز، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#506,ياسمين مصري,,نسائي,24,,EMSA,صيفي وشتوي,ياسمين مصري: يفتتح هذا العطر رحلته بنفحات الياسمين الأبيض وزهر البرتقال، ويتجلى في جوهره مزيج من الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#507,UDV,UDV,للجنسين,60,,EMSA,صيفي وشتوي,UDV: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، مع قلب يفوح برائحة خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#508,يوجي,,للجنسين,46,,EMSA,صيفي وشتوي,يوجي: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#509,يونيفاي,,للجنسين,100,,EMSA,صيفي وشتوي,يونيفاي: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#510,ايبل امواج W,,للجنسين,74,,EMSA,صيفي وشتوي,ايبل امواج W: تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#511,اوبيوس Opus امواج,Opus,للجنسين,74,,EMSA,صيفي وشتوي,اوبيوس Opus امواج: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#512,العذراء,,للجنسين,48,,EMSA,صيفي وشتوي,العذراء: يمتاز العطر ببداية فوارة من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#513,عنبر ENG,ENG,للجنسين,36,,EMSA,شتوي,عنبر ENG: يفتتح هذا العطر رحلته بنفحات الباتشولي والفانيليا الناعمة، ويتجلى في جوهره مزيج من العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#514,ماكس,,للجنسين,?,,EMSA,صيفي وشتوي,ماكس: تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#515,جبرايل شانيل,,نسائي,64,,EMSA,صيفي وشتوي,جبرايل شانيل: تبدأ التجربة العطرية بعبير الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#516,بيور Xs,,للجنسين,54,,EMSA,صيفي وشتوي,بيور Xs: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#517,سكا ندال,,للجنسين,56,,EMSA,صيفي وشتوي,سكا ندال: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، مع قلب يفوح برائحة التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#518,اكتف ومان,,للجنسين,58,,EMSA,صيفي وشتوي,اكتف ومان: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#519,خشب العود,,للجنسين,100,,EMSA,شتوي,خشب العود: يمتاز العطر ببداية فوارة من البخور الفاخر والعنبر الدافئ، مع قلب يفوح برائحة خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#520,مايكل كورس (48 ساعة),,للجنسين,60,,EMSA,صيفي وشتوي,مايكل كورس (48 ساعة): يفتتح هذا العطر رحلته بنفحات الباتشولي والمسك الأبيض، ليستقر في وسطه عبير الفانيليا والكاكاو، تاركا أثراً جذاباً لا ينسى.
#521,جاسمين ملكي طبيعي,,للجنسين,100,,EMSA,صيفي وشتوي,جاسمين ملكي طبيعي: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، تاركا أثراً جذاباً لا ينسى.
#522,شاليز الليلة الحمراء,,نسائي,54,,EMSA,صيفي وشتوي,شاليز الليلة الحمراء: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#523,هافوك اخضر,,للجنسين,50,,EMSA,صيفي وشتوي,هافوك اخضر: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#524,فولتير,,للجنسين,75,,EMSA,صيفي وشتوي,فولتير: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#525,ذه رجالي,,رجالي,60,,EMSA,صيفي وشتوي,ذه رجالي: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#526,سوبرمان,,للجنسين,56,,EMSA,صيفي وشتوي,سوبرمان: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#527,السلطان,,للجنسين,68,,EMSA,صيفي وشتوي,السلطان: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#528,دومينانت,,للجنسين,78,,EMSA,صيفي وشتوي,دومينانت: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#529,بروت فابريج,,للجنسين,48,,EMSA,صيفي وشتوي,بروت فابريج: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#530,مخلط كويتي,,للجنسين,60,,EMSA,صيفي وشتوي,مخلط كويتي: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#531,ملك الإغراء,,للجنسين,64,,EMSA,صيفي وشتوي,ملك الإغراء: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#532,ويلي,,للجنسين,54,,EMSA,صيفي وشتوي,ويلي: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#533,غلا خليفة,,نسائي,64,,EMSA,صيفي وشتوي,غلا خليفة: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، تاركا أثراً جذاباً لا ينسى.
#534,مذهلة,,للجنسين,54,,EMSA,صيفي وشتوي,مذهلة: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#535,هوكو دارك بلو,,للجنسين,48,,EMSA,صيفي,هوكو دارك بلو: يطل علينا العطر بافتتاحية من برغموت كالابريا والحمضيات الفوارة، ثم ينتقل بك إلى قلب عطري غني بـ التفاح الأخضر المنعش، ليستقر في النهاية على قاعدة فاخرة.
#536,كسينتو (سوسييرو),,للجنسين,64,42547,EMSA,صيفي وشتوي,كسينتو (سوسييرو): تبدأ التجربة العطرية بعبير الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#537,لباقة العليا,,للجنسين,54,42541,EMSA,صيفي وشتوي,لباقة العليا: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#538,الرومانسية العربية للعود,,للجنسين,60,42542,EMSA,شتوي,الرومانسية العربية للعود: ينطلق العطر بنغمات منعشة من البخور الفاخر والعنبر الدافئ، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
